Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
abalon,RotationForest,1,"{'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 6, 'n_estimators': 56, 'n_features_per_subset': 2}",0.783094099,0.671781276,0.161758418,0.674477201,0.84920176,0.727585937,0.388879538,0.136257411
abalon,RotationForest,2,"{'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 74, 'n_features_per_subset': 4}",0.783094099,0.672491237,0.161785868,0.679964172,0.838392648,0.715500951,0.366220236,0.138836974
abalon,RotationForest,3,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 42, 'n_features_per_subset': 2}",0.767145136,0.647821947,0.173998484,0.651519452,0.83805046,0.713028797,0.341088057,0.121821402
abalon,RotationForest,4,"{'max_depth': 127, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 73, 'n_features_per_subset': 3}",0.752791069,0.625935066,0.184818391,0.632233865,0.822499711,0.692233879,0.477748394,0.121957815
abalon,RotationForest,5,"{'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 69, 'n_features_per_subset': 3}",0.794258373,0.689408867,0.153765709,0.689485927,0.865715478,0.763483221,0.365518808,0.13628164
abalon,RotationForest,6,"{'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 47, 'n_features_per_subset': 2}",0.770334928,0.652981592,0.171596072,0.655167721,0.826777234,0.693443689,0.366221189,0.139965383
abalon,RotationForest,7,"{'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 7, 'n_estimators': 80, 'n_features_per_subset': 3}",0.757575758,0.633177772,0.181562234,0.632227289,0.841915145,0.722563527,0.493123055,0.136001683
abalon,RotationForest,8,"{'max_depth': 7, 'min_samples_leaf': 9, 'min_samples_split': 7, 'n_estimators': 72, 'n_features_per_subset': 6}",0.784172662,0.672272369,0.161531476,0.671933671,0.855990604,0.745991685,0.398240805,0.140027566
abalon,RotationForest,9,"{'max_depth': 7, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 61, 'n_features_per_subset': 3}",0.779376499,0.666675621,0.16460242,0.66987129,0.847388945,0.737797803,0.386118889,0.120486457
abalon,RotationForest,10,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 41, 'n_features_per_subset': 3}",0.749000799,0.620813633,0.187237603,0.628094921,0.81432432,0.669700753,0.381903172,0.119032458
abalon,RotBoost,1,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.6756880491670182, 'n_estimators': 9, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.786283892,0.673439457,0.160343467,0.666427543,0.848485974,0.72782143,0.698646307,0.361680719
abalon,RotBoost,2,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.5272984828234961, 'n_estimators': 10, 'n_estimators_of_adaboost': 10, 'n_features_per_subset': 6}",0.783094099,0.670069736,0.162734578,0.667668462,0.843854901,0.726404445,0.856710672,0.389374504
abalon,RotBoost,3,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.9957721931943052, 'n_estimators': 9, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.768740032,0.647181277,0.173456507,0.637934641,0.84833379,0.720189015,0.644270897,0.376580441
abalon,RotBoost,4,"{'adaboost_base_estimator__max_depth': 4, 'adaboost_learning_rate': 0.2602092413173949, 'n_estimators': 7, 'n_estimators_of_adaboost': 10, 'n_features_per_subset': 2}",0.738437002,0.602045028,0.196150821,0.595011487,0.817036634,0.682024868,0.508351564,0.378634479
abalon,RotBoost,5,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.6444618548860053, 'n_estimators': 8, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.789473684,0.679522081,0.157914386,0.671698957,0.864846304,0.765147958,0.583469152,0.388070628
abalon,RotBoost,6,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.824986304863053, 'n_estimators': 10, 'n_estimators_of_adaboost': 5, 'n_features_per_subset': 5}",0.752791069,0.624496586,0.185608598,0.614859854,0.820053973,0.684883828,0.417213202,0.390358261
abalon,RotBoost,7,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.9349960051451173, 'n_estimators': 7, 'n_estimators_of_adaboost': 8, 'n_features_per_subset': 3}",0.767145136,0.645562181,0.174662491,0.639359816,0.84515596,0.727019378,0.533542156,0.363841936
abalon,RotBoost,8,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.9957721931943052, 'n_estimators': 9, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.787370104,0.676046816,0.159499082,0.672742375,0.852367587,0.742392604,0.614090204,0.363680317
abalon,RotBoost,9,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.7296867398756681, 'n_estimators': 9, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.792166267,0.683470342,0.155781315,0.677393644,0.839103584,0.721660204,0.633309364,0.38807954
abalon,RotBoost,10,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.7111311807383753, 'n_estimators': 7, 'n_estimators_of_adaboost': 10, 'n_features_per_subset': 6}",0.756994404,0.631680278,0.181709709,0.629876295,0.819673549,0.678752851,0.7091043,0.364739985
acute-inflammation,RotationForest,1,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.149981499,1.180428046
acute-inflammation,RotationForest,2,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.139589548,1.025363251
acute-inflammation,RotationForest,3,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.266624212,1.012919126
acute-inflammation,RotationForest,4,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.170168161,1.001417637
acute-inflammation,RotationForest,5,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.272022963,1.006437673
acute-inflammation,RotationForest,6,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.247523308,1.021552969
acute-inflammation,RotationForest,7,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.154651165,1.007832863
acute-inflammation,RotationForest,8,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.152801037,1.030513534
acute-inflammation,RotationForest,9,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.266561747,1.14197422
acute-inflammation,RotationForest,10,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.266017437,1.147111257
acute-inflammation,RotBoost,1,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.124627829,1.012908088
acute-inflammation,RotBoost,2,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.234886169,1.142696098
acute-inflammation,RotBoost,3,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.233219385,1.011395896
acute-inflammation,RotBoost,4,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.130828142,1.02143376
acute-inflammation,RotBoost,5,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.227092505,1.168935387
acute-inflammation,RotBoost,6,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.237767458,1.154884144
acute-inflammation,RotBoost,7,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.132645369,1.012947824
acute-inflammation,RotBoost,8,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.116799593,0.991287055
acute-inflammation,RotBoost,9,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.233068943,1.144771223
acute-inflammation,RotBoost,10,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.138526917,1.149113531
acute-nephritis,RotationForest,1,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.273123741,1.141643083
acute-nephritis,RotationForest,2,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.273692608,1.144338537
acute-nephritis,RotationForest,3,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.254520178,1.166939735
acute-nephritis,RotationForest,4,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.267184496,1.144029476
acute-nephritis,RotationForest,5,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.25553441,1.009311941
acute-nephritis,RotationForest,6,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.26574254,1.15704978
acute-nephritis,RotationForest,7,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.156193018,1.026829084
acute-nephritis,RotationForest,8,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.262842178,1.165180295
acute-nephritis,RotationForest,9,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.150659084,1.001318296
acute-nephritis,RotationForest,10,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.263077974,1.152601507
acute-nephritis,RotBoost,1,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.120215654,1.024495672
acute-nephritis,RotBoost,2,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.229869127,0.998309365
acute-nephritis,RotBoost,3,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.12083149,1.010294314
acute-nephritis,RotBoost,4,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.121208668,1.033085364
acute-nephritis,RotBoost,5,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.120507717,1.16408975
acute-nephritis,RotBoost,6,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.123060465,1.00163398
acute-nephritis,RotBoost,7,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.132171869,1.014362883
acute-nephritis,RotBoost,8,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.236568451,1.152718509
acute-nephritis,RotBoost,9,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.125816107,1.021700877
acute-nephritis,RotBoost,10,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.2036404460606003, 'n_estimators': 10, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.123636007,1.15955759
analcatdata_asbestos,RotationForest,1,"{'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 6, 'n_features_per_subset': 5}",0.444444444,0.425,0.575,0.416666667,0.45,0.366071429,0.129172564,1.70090714
analcatdata_asbestos,RotationForest,2,"{'max_depth': 107, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 30, 'n_features_per_subset': 5}",0.555555556,0.525,0.475,0.535714286,0.75,0.696428571,0.13243413,1.679729771
analcatdata_asbestos,RotationForest,3,"{'max_depth': 137, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 7, 'n_features_per_subset': 4}",0.666666667,0.65,0.35,0.666666667,0.8,0.6875,0.116835117,1.659654282
analcatdata_asbestos,RotationForest,4,"{'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 54, 'n_features_per_subset': 3}",0.625,0.625,0.375,0.785714286,0.9375,0.94375,0.14728117,1.660108566
analcatdata_asbestos,RotationForest,5,"{'max_depth': 17, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 69, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.156173706,1.478544871
analcatdata_asbestos,RotationForest,6,"{'max_depth': 127, 'min_samples_leaf': 7, 'min_samples_split': 2, 'n_estimators': 46, 'n_features_per_subset': 6}",0.75,0.75,0.25,0.833333333,1,1,0.131922483,1.445865631
analcatdata_asbestos,RotationForest,7,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 31, 'n_features_per_subset': 6}",0.5,0.5,0.5,0.5,0.625,0.670833333,0.131095171,1.663681666
analcatdata_asbestos,RotationForest,8,"{'max_depth': 157, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 35, 'n_features_per_subset': 6}",0.75,0.666666667,0.333333333,0.857142857,0.733333333,0.793650794,0.147824049,1.650161743
analcatdata_asbestos,RotationForest,9,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 29, 'n_features_per_subset': 5}",1,1,0,1,1,1,0.118710756,1.654281616
analcatdata_asbestos,RotationForest,10,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 84, 'n_features_per_subset': 5}",1,1,0,1,1,1,0.265315533,1.678644816
analcatdata_asbestos,RotBoost,1,"{'adaboost_base_estimator__max_depth': 2, 'adaboost_learning_rate': 0.13229384691281065, 'n_estimators': 4, 'n_estimators_of_adaboost': 3, 'n_features_per_subset': 6}",0.444444444,0.425,0.575,0.416666667,0.575,0.538888889,0.123422623,1.486227319
analcatdata_asbestos,RotBoost,2,"{'adaboost_base_estimator__max_depth': 4, 'adaboost_learning_rate': 0.23063246479499777, 'n_estimators': 5, 'n_estimators_of_adaboost': 2, 'n_features_per_subset': 2}",0.777777778,0.775,0.225,0.775,0.75,0.786805556,0.115208864,1.455026704
analcatdata_asbestos,RotBoost,3,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.30064000232183286, 'n_estimators': 2, 'n_estimators_of_adaboost': 4, 'n_features_per_subset': 3}",0.666666667,0.65,0.35,0.666666667,0.725,0.659722222,0.120936394,1.469070847
analcatdata_asbestos,RotBoost,4,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.6033485692808512, 'n_estimators': 9, 'n_estimators_of_adaboost': 10, 'n_features_per_subset': 3}",0.75,0.75,0.25,0.833333333,1,1,0.234638214,1.670513153
analcatdata_asbestos,RotBoost,5,"{'adaboost_base_estimator__max_depth': 3, 'adaboost_learning_rate': 0.7856777474550541, 'n_estimators': 3, 'n_estimators_of_adaboost': 4, 'n_features_per_subset': 3}",0.875,0.875,0.125,0.9,1,1,0.118968964,1.482782364
analcatdata_asbestos,RotBoost,6,"{'adaboost_base_estimator__max_depth': 2, 'adaboost_learning_rate': 0.13293128990719988, 'n_estimators': 1, 'n_estimators_of_adaboost': 3, 'n_features_per_subset': 6}",1,1,0,1,1,1,0.120552778,0.053656896
analcatdata_asbestos,RotBoost,7,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.9074152728031467, 'n_estimators': 9, 'n_estimators_of_adaboost': 2, 'n_features_per_subset': 4}",0.5,0.5,0.5,0.5,0.5625,0.646428571,0.126251698,1.438566844
analcatdata_asbestos,RotBoost,8,"{'adaboost_base_estimator__max_depth': 3, 'adaboost_learning_rate': 0.7658173687965306, 'n_estimators': 7, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 6}",0.75,0.666666667,0.333333333,0.857142857,1,1,0.126877308,1.461521784
analcatdata_asbestos,RotBoost,9,"{'adaboost_base_estimator__max_depth': 9, 'adaboost_learning_rate': 0.6702818522820571, 'n_estimators': 3, 'n_estimators_of_adaboost': 5, 'n_features_per_subset': 3}",1,1,0,1,1,1,0.129379272,1.463886897
analcatdata_asbestos,RotBoost,10,"{'adaboost_base_estimator__max_depth': 9, 'adaboost_learning_rate': 0.6502131416609405, 'n_estimators': 7, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 4}",1,1,0,1,1,1,0.12070775,1.485207876
analcatdata_boxing1,RotationForest,1,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 28, 'n_features_per_subset': 2}",0.916666667,0.875,0.125,0.944444444,1,1,0.250226974,1.146471059
analcatdata_boxing1,RotationForest,2,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 53, 'n_features_per_subset': 4}",0.916666667,0.875,0.125,0.944444444,1,1,0.25952816,1.164805006
analcatdata_boxing1,RotationForest,3,"{'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 58, 'n_features_per_subset': 2}",0.916666667,0.9375,0.0625,0.9,0.9375,0.973611111,0.356183529,1.153168855
analcatdata_boxing1,RotationForest,4,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 19, 'n_features_per_subset': 3}",0.666666667,0.5625,0.4375,0.6,0.46875,0.677076569,0.127490997,1.135923244
analcatdata_boxing1,RotationForest,5,"{'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 7, 'n_estimators': 6, 'n_features_per_subset': 5}",0.583333333,0.5625,0.4375,0.557142857,0.625,0.824188312,0.115157604,1.00482614
analcatdata_boxing1,RotationForest,6,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 53, 'n_features_per_subset': 4}",0.833333333,0.875,0.125,0.833333333,0.96875,0.985243056,0.245795012,1.009035994
analcatdata_boxing1,RotationForest,7,"{'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 29, 'n_features_per_subset': 3}",0.75,0.6875,0.3125,0.722222222,0.9375,0.973611111,0.140179634,1.000801722
analcatdata_boxing1,RotationForest,8,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 53, 'n_features_per_subset': 4}",0.916666667,0.9375,0.0625,0.9,0.96875,0.985243056,0.245533228,1.026754026
analcatdata_boxing1,RotationForest,9,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 53, 'n_features_per_subset': 4}",0.833333333,0.828571429,0.171428571,0.828571429,0.914285714,0.954761905,0.250946999,1.150102527
analcatdata_boxing1,RotationForest,10,"{'max_depth': 97, 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 50, 'n_features_per_subset': 4}",0.666666667,0.628571429,0.371428571,0.666666667,0.914285714,0.954761905,0.253644228,1.15163238
analcatdata_boxing1,RotBoost,1,"{'adaboost_base_estimator__max_depth': 8, 'adaboost_learning_rate': 0.8424045820690802, 'n_estimators': 9, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 3}",1,1,0,1,1,1,0.233559132,1.02665027
analcatdata_boxing1,RotBoost,2,"{'adaboost_base_estimator__max_depth': 7, 'adaboost_learning_rate': 0.43863996954255713, 'n_estimators': 6, 'n_estimators_of_adaboost': 3, 'n_features_per_subset': 2}",0.916666667,0.875,0.125,0.944444444,0.875,0.944444444,0.126632929,1.004574475
analcatdata_boxing1,RotBoost,3,"{'adaboost_base_estimator__max_depth': 4, 'adaboost_learning_rate': 0.46050486246396705, 'n_estimators': 5, 'n_estimators_of_adaboost': 8, 'n_features_per_subset': 3}",0.916666667,0.9375,0.0625,0.9,0.96875,0.985243056,0.125268698,1.012735897
analcatdata_boxing1,RotBoost,4,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.8561859353449621, 'n_estimators': 6, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.583333333,0.5,0.5,0.5,0.578125,0.709517045,0.127482414,1.013713854
analcatdata_boxing1,RotBoost,5,"{'adaboost_base_estimator__max_depth': 5, 'adaboost_learning_rate': 0.9341006430761548, 'n_estimators': 8, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.583333333,0.5625,0.4375,0.557142857,0.609375,0.793294553,0.236118317,1.015051647
analcatdata_boxing1,RotBoost,6,"{'adaboost_base_estimator__max_depth': 7, 'adaboost_learning_rate': 0.10982045554383578, 'n_estimators': 8, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.833333333,0.875,0.125,0.833333333,0.9375,0.968501984,0.228267431,1.00330291
analcatdata_boxing1,RotBoost,7,"{'adaboost_base_estimator__max_depth': 4, 'adaboost_learning_rate': 0.39444470369106494, 'n_estimators': 4, 'n_estimators_of_adaboost': 9, 'n_features_per_subset': 2}",0.75,0.6875,0.3125,0.722222222,0.859375,0.935168651,0.127505541,1.00893886
analcatdata_boxing1,RotBoost,8,"{'adaboost_base_estimator__max_depth': 9, 'adaboost_learning_rate': 0.7807432163665853, 'n_estimators': 1, 'n_estimators_of_adaboost': 4, 'n_features_per_subset': 2}",0.916666667,0.9375,0.0625,0.9,0.9375,0.979166667,0.120826483,0.046504868
analcatdata_boxing1,RotBoost,9,"{'adaboost_base_estimator__max_depth': 6, 'adaboost_learning_rate': 0.6791501154529327, 'n_estimators': 3, 'n_estimators_of_adaboost': 7, 'n_features_per_subset': 2}",0.666666667,0.628571429,0.371428571,0.666666667,0.857142857,0.923345702,0.120301962,1.017892802
analcatdata_boxing1,RotBoost,10,"{'adaboost_base_estimator__max_depth': 9, 'adaboost_learning_rate': 0.7080532730578503, 'n_estimators': 6, 'n_estimators_of_adaboost': 1, 'n_features_per_subset': 5}",0.916666667,0.9,0.1,0.9375,1,1,0.122075081,1.009247921
analcatdata_broadwaymult,RotationForest,1,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 39, 'n_features_per_subset': 5}",0.852216749,0.354978355,0.094489214,0.263265306,0.73549469,0.346621019,0.565388441,0.488799065
analcatdata_broadwaymult,RotationForest,2,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 87, 'n_features_per_subset': 6}",0.891625616,0.558441558,0.07005291,0.590136054,0.822719133,0.521855372,1.050743341,0.425320119
analcatdata_broadwaymult,RotationForest,3,"{'max_depth': 87, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 89, 'n_features_per_subset': 6}",0.862068966,0.30952381,0.090856856,0.196078431,0.810866193,0.436525864,1.147505283,0.485678203
analcatdata_broadwaymult,RotationForest,4,"{'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 37, 'n_features_per_subset': 5}",0.812807882,0.226190476,0.118532883,0.195578231,0.772007948,0.387169563,0.585834742,0.426566228
analcatdata_broadwaymult,RotationForest,5,"{'max_depth': 42, 'min_samples_leaf': 10, 'min_samples_split': 6, 'n_estimators': 76, 'n_features_per_subset': 6}",0.862068966,0.345238095,0.091467356,0.326785714,0.755572314,0.361428502,0.913020611,0.433662906
analcatdata_broadwaymult,RotationForest,6,"{'max_depth': None, 'min_samples_leaf': 9, 'min_samples_split': 3, 'n_estimators': 69, 'n_features_per_subset': 5}",0.87755102,0.333333333,0.084221612,0.383928571,0.775888278,0.387324691,1.033932209,0.427490079
analcatdata_broadwaymult,RotationForest,7,"{'max_depth': 62, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 37, 'n_features_per_subset': 5}",0.87755102,0.321428571,0.07529304,0.335164835,0.730606685,0.363056583,0.575618505,0.427415863
analcatdata_broadwaymult,RotationForest,8,"{'max_depth': 42, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 39, 'n_features_per_subset': 5}",0.87755102,0.416666667,0.080787546,0.328231293,0.778280678,0.514857241,0.5781672,0.484345024
analcatdata_broadwaymult,RotationForest,9,"{'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 93, 'n_features_per_subset': 5}",0.87755102,0.416666667,0.083324176,0.392857143,0.81282967,0.473469632,1.361291885,0.422412783
